45	36	54	50	15	23	37	15	62	99	58	61	18	28	42	18	63	41	61	58	17	29	44	16	64	39	63	56	17	28	41	18	1	1	1
6	17	6	22	3	16	22	10	17	20	23	30	3	19	20	11	18	16	21	33	3	15	20	8	14	17	18	28	5	19	20	13	1	1	1
10	23	9	30	4	16	26	8	17	23	12	34	3	23	30	13	24	32	11	42	6	20	28	10	18	27	17	37	5	20	27	10	1	1	1
16	18	22	35	3	12	24	12	36	28	30	38	5	14	26	11	29	30	31	46	8	13	26	12	31	19	30	39	6	13	24	12	1	1	1
42	26	42	43	10	16	21	13	43	29	54	51	10	16	23	15	46	37	43	44	10	15	26	15	41	37	52	48	11	18	24	15	1	1	1
20	25	24	36	9	22	26	14	30	35	40	45	5	19	28	12	38	35	34	47	12	23	30	14	35	33	43	43	9	16	30	13	1	1	1
1	11	9	14	3	13	24	10	9	20	17	27	7	11	23	10	12	15	16	24	5	15	21	11	7	10	10	22	7	23	28	9	1	0	1
13	7	15	24	0	19	20	10	26	27	29	99	7	21	25	11	30	20	30	37	6	21	24	13	16	12	27	24	4	19	23	10	1	1	1
13	11	30	36	6	21	24	13	28	23	35	39	7	16	23	13	29	29	42	40	7	18	26	14	35	27	40	40	7	24	27	16	1	1	1
15	13	12	20	1	11	23	12	13	17	11	23	6	20	31	12	14	99	18	29	2	17	34	11	15	13	12	23	1	15	32	12	1	0	1
22	13	25	36	2	16	24	12	22	20	11	23	2	15	31	14	11	17	16	23	1	19	33	12	14	22	11	25	1	14	35	13	1	0	1
27	19	28	39	7	20	38	14	45	31	42	44	11	18	32	13	38	34	47	40	6	20	29	12	39	27	38	46	6	19	29	13	1	1	1
27	27	24	42	6	20	38	14	43	35	41	41	10	17	38	14	44	35	47	48	8	20	36	15	40	34	42	44	7	18	38	14	1	1	1
18	22	25	35	7	16	30	15	29	33	41	42	8	15	29	12	47	32	43	40	6	16	31	13	33	32	42	38	7	17	35	14	1	1	1
25	15	19	17	7	12	24	11	24	16	20	21	6	18	27	10	20	22	18	27	8	24	17	12	22	22	19	25	3	13	24	11	1	1	1
23	22	31	40	7	19	29	11	37	30	47	41	6	21	27	13	47	33	42	46	4	23	33	10	44	35	44	41	6	18	27	12	1	1	1
14	8	22	33	4	16	24	12	21	23	99	38	8	16	27	11	27	25	33	35	4	18	26	12	21	21	32	37	7	17	26	11	1	0	1
23	14	20	32	5	18	21	13	27	27	28	42	6	16	19	11	37	22	39	32	4	19	21	10	27	21	32	26	7	19	23	10	1	1	1
6	13	6	26	3	17	22	10	7	17	5	26	3	19	22	1	0	20	99	26	7	15	21	14	4	18	0	21	5	13	23	12	1	1	1
31	22	35	42	14	19	40	15	50	36	50	49	15	25	43	15	47	40	54	53	13	21	40	16	48	38	99	58	14	23	44	15	1	1	1
11	21	19	25	6	24	37	12	34	24	33	41	8	99	36	15	30	28	39	44	9	22	36	12	26	22	31	40	7	21	33	14	1	0	1
22	20	30	37	5	24	36	14	45	35	48	41	9	29	36	9	44	34	54	47	8	32	39	14	43	31	52	50	9	26	43	11	1	1	1
24	25	28	36	6	15	31	12	44	31	46	47	5	17	38	12	41	32	40	37	8	21	38	13	43	31	38	42	11	20	35	12	1	1	1
26	25	38	43	9	20	26	14	48	33	54	51	11	19	33	13	48	36	52	99	13	19	35	12	42	35	50	44	11	20	31	14	1	0	1
15	15	10	27	4	13	26	9	9	27	16	30	4	11	23	10	12	25	17	34	5	13	26	9	11	23	8	27	3	12	26	9	1	0	1
23	23	18	29	4	22	28	11	37	29	34	36	8	19	31	11	43	32	40	39	6	23	31	13	46	28	34	36	5	22	29	11	1	1	1
19	25	30	42	9	22	36	13	32	36	40	42	13	20	27	16	36	31	42	48	13	20	26	13	37	32	40	42	11	19	28	14	1	0	1
22	17	14	24	4	24	26	11	37	31	26	35	6	24	30	11	32	29	31	36	6	21	26	11	33	26	32	37	6	26	35	12	1	1	1
27	17	34	30	3	22	29	10	34	25	35	43	6	22	26	13	44	25	36	38	8	26	32	12	40	24	38	46	7	25	34	16	1	1	1
20	31	35	38	10	21	38	13	45	35	99	48	14	18	40	9	41	40	46	48	12	19	37	11	39	36	41	47	13	25	43	11	1	1	1
41	30	40	38	6	23	33	13	51	34	58	46	11	27	32	14	44	32	41	41	8	26	30	14	48	36	53	47	10	31	39	14	1	1	1
16	15	4	22	5	15	24	4	13	27	13	37	2	14	23	8	13	24	19	34	6	12	26	6	17	22	17	29	5	14	23	8	1	1	1
9	14	7	31	4	19	25	11	99	25	29	36	7	15	31	13	31	23	35	36	10	23	31	14	27	27	28	38	10	18	28	11	1	1	1
23	22	26	45	12	22	26	8	31	33	34	51	14	20	34	11	34	34	38	54	15	99	27	10	24	29	31	99	10	21	33	10	1	1	1
34	29	45	56	14	16	32	11	47	34	53	55	15	23	43	14	54	39	56	65	12	22	45	13	51	39	52	58	16	21	43	14	1	1	1
7	17	10	33	5	13	25	12	27	26	29	39	99	15	27	14	30	27	30	36	8	18	33	9	25	26	24	39	7	17	33	13	1	1	1
5	8	4	26	2	15	29	10	9	26	5	36	3	15	29	11	14	27	8	39	7	16	99	12	12	20	7	29	3	20	99	11	1	0	1
22	21	26	33	5	19	25	12	35	31	43	42	8	19	29	13	36	34	42	36	7	19	30	13	35	33	38	40	6	17	34	13	1	1	1
31	25	35	42	5	30	34	12	47	26	49	45	10	29	32	16	44	33	49	44	8	29	31	14	43	27	42	46	11	25	37	14	1	1	1
13	22	21	34	0	22	34	11	24	29	31	37	8	18	37	10	26	28	32	34	7	24	38	11	28	24	35	42	5	23	34	13	1	1	1
20	22	13	32	5	20	27	12	33	29	40	45	8	16	35	12	33	29	39	47	8	18	43	11	38	28	38	45	10	17	43	11	1	1	1
36	30	42	43	8	22	28	14	50	33	54	48	12	20	36	12	56	33	58	50	12	21	36	12	47	30	46	52	9	18	41	10	1	1	1
15	26	23	41	7	22	34	9	25	29	39	44	10	19	31	11	31	32	43	50	11	24	40	10	31	28	41	44	10	22	40	10	1	1	1
31	26	37	35	6	24	27	12	38	37	48	50	10	19	29	13	46	33	55	44	14	19	30	13	48	35	52	48	9	21	36	13	1	1	1
50	33	50	50	12	23	28	13	59	40	62	50	13	25	41	14	99	42	65	56	13	23	43	14	62	38	62	58	12	26	42	13	1	1	1
14	16	20	34	7	24	33	14	35	34	38	43	7	22	38	12	31	33	39	46	9	22	42	13	31	27	33	43	8	20	39	13	1	1	1
18	13	21	21	4	15	30	15	21	22	21	37	5	15	25	16	22	30	20	34	2	13	29	13	18	22	23	36	5	13	28	14	1	1	1
37	25	42	34	9	22	30	14	44	35	47	44	5	20	28	12	51	32	51	48	10	19	28	16	47	33	47	44	10	20	31	15	1	1	1
26	13	30	25	10	29	30	14	49	32	51	43	5	21	39	13	55	33	46	40	14	28	39	14	45	32	50	43	8	24	23	14	1	1	1
19	10	36	12	10	19	23	13	40	99	43	40	7	22	44	11	42	30	48	43	11	20	47	12	33	31	45	43	9	22	35	9	1	0	1
5	7	13	21	3	20	24	7	15	24	18	27	5	17	1	1	20	23	20	36	8	18	19	13	16	19	20	29	6	18	25	3	1	1	1
12	12	17	14	0	12	25	8	19	16	18	22	4	11	27	9	19	99	12	19	0	12	36	10	12	10	16	17	0	12	25	10	1	1	1
14	15	22	34	3	22	30	10	21	28	28	30	4	24	36	8	27	33	36	36	9	24	39	10	34	22	26	36	6	21	37	11	1	1	1
39	29	43	37	12	25	35	9	45	36	57	48	12	26	35	12	46	39	53	48	11	29	42	13	49	35	52	49	10	28	42	10	1	1	1
33	25	44	46	3	19	35	99	51	32	52	47	7	25	33	13	50	36	56	49	10	24	37	14	49	38	53	48	4	22	38	12	1	1	1
26	29	39	38	13	21	32	14	45	34	53	52	17	25	35	15	39	37	46	54	16	22	34	16	43	34	48	54	15	24	37	17	1	1	1
7	22	14	35	5	19	12	9	22	27	32	39	7	22	29	7	20	26	26	41	9	19	27	9	17	29	25	42	7	23	28	9	1	1	1
39	28	36	43	11	23	27	13	52	37	50	54	7	22	34	13	56	38	51	47	11	24	36	15	52	38	56	47	11	19	31	15	1	1	1
23	25	35	39	10	21	34	9	37	35	99	49	13	20	37	12	41	36	99	57	12	26	36	12	30	34	40	51	12	25	38	13	1	1	1
27	32	32	42	16	19	31	12	47	38	51	51	15	17	33	14	49	38	54	53	99	23	36	15	48	39	50	57	18	21	34	16	1	1	1
5	24	19	35	6	19	31	13	33	34	37	46	8	18	39	15	35	32	34	45	9	20	38	15	30	29	43	45	6	23	35	15	1	1	1
33	34	43	49	10	20	26	15	48	36	53	53	11	18	27	14	49	38	51	49	13	17	28	15	44	39	50	48	8	15	25	16	1	1	1
42	32	41	47	14	26	34	14	58	41	58	99	16	24	43	16	58	39	55	99	18	30	45	14	54	41	58	55	17	26	43	15	1	0	1
15	12	19	29	3	23	32	9	35	27	26	37	7	23	41	8	35	24	34	40	5	25	99	11	28	27	23	38	9	25	45	11	1	0	1
11	11	18	16	7	15	30	12	19	22	24	34	6	14	30	12	23	27	22	38	8	22	29	12	16	23	20	38	5	12	25	12	1	1	1
37	30	39	41	9	18	33	13	48	39	53	43	11	26	36	14	52	36	54	51	14	23	38	14	44	38	47	48	13	99	37	15	1	1	1
36	22	35	36	10	21	36	13	45	27	53	42	8	21	36	15	52	36	56	47	7	20	36	14	48	31	99	49	8	22	35	16	1	1	1
8	14	15	34	3	13	25	6	30	34	31	42	7	16	25	9	31	30	34	40	10	19	31	9	22	34	25	39	7	19	31	11	1	1	1
18	24	26	40	9	23	36	12	32	33	35	43	5	26	42	13	30	32	36	45	9	24	42	11	33	32	34	43	7	22	42	14	1	1	1
32	27	36	47	8	19	39	14	33	34	39	48	11	24	40	14	41	38	46	53	15	22	38	16	44	39	50	52	14	25	35	16	1	1	1
27	8	29	21	8	21	16	13	30	28	36	38	7	99	23	13	42	27	41	30	6	21	22	14	40	26	34	35	6	19	24	13	1	1	1
30	21	36	41	11	24	27	14	43	35	48	44	9	26	27	14	43	31	48	47	10	28	26	15	44	31	45	43	9	22	25	13	1	1	1
23	20	30	35	3	19	28	13	40	31	43	44	4	21	31	14	41	36	47	48	8	19	24	14	33	34	42	42	3	22	32	14	1	1	1
24	24	24	36	9	18	32	14	43	38	50	41	10	22	39	12	42	36	48	45	10	19	37	11	47	40	48	46	11	24	42	14	1	1	1
17	21	21	28	7	19	24	7	22	28	33	42	6	23	34	9	22	24	39	39	8	25	40	13	26	21	38	43	8	23	34	10	1	1	1
32	29	47	43	12	21	26	18	57	35	56	49	11	21	34	16	55	39	60	55	12	24	32	17	55	36	53	48	10	21	35	15	1	1	1
11	23	13	18	5	14	24	11	26	23	26	33	5	12	25	13	25	23	23	32	6	8	26	9	15	17	23	30	3	12	24	12	1	0	1
18	16	7	40	8	15	28	9	27	28	17	36	7	21	34	8	16	29	21	38	6	18	29	10	20	27	25	40	8	17	36	12	1	1	1
9	12	7	29	6	17	26	10	18	22	14	24	5	19	36	11	14	22	18	30	4	19	33	10	18	17	21	23	3	17	40	11	1	1	1
41	31	53	48	11	20	33	13	50	36	53	51	11	23	38	14	55	35	57	53	14	16	38	11	56	36	60	52	12	25	40	13	1	1	1
23	23	27	31	7	22	34	12	41	32	46	49	14	23	36	12	37	30	41	49	10	24	31	14	51	34	54	52	12	24	36	11	1	1	1
9	13	6	21	3	19	25	11	19	18	14	35	4	18	25	9	21	19	16	34	5	19	26	11	21	26	16	34	6	19	26	10	1	1	1
21	29	27	38	10	20	39	15	41	34	45	46	6	25	42	13	43	38	44	46	9	24	39	16	43	33	44	44	6	23	38	14	1	1	1
20	8	15	21	2	20	22	14	32	28	29	27	5	20	28	13	32	23	26	33	2	18	30	12	30	23	29	33	2	26	26	13	1	1	1
55	32	48	51	13	20	31	13	58	38	61	47	14	27	36	16	58	40	65	58	15	26	31	15	56	36	57	57	15	27	36	16	1	1	1
21	19	26	36	3	16	26	14	37	27	41	46	6	14	33	13	41	29	38	42	7	16	34	15	26	30	36	41	6	11	27	14	1	1	1
33	9	31	41	6	22	43	12	39	31	39	47	5	23	44	13	38	33	42	52	6	28	46	13	37	32	28	51	8	27	38	13	1	1	1
20	26	15	26	4	15	24	14	23	25	32	30	2	19	32	15	26	25	30	39	6	18	29	14	17	26	24	36	6	19	30	10	1	1	1
13	11	21	20	4	24	27	1	17	24	24	29	3	18	26	11	23	29	24	37	3	21	26	11	27	24	33	32	5	20	24	12	1	1	1
18	18	14	33	7	17	27	14	34	33	31	43	8	19	28	11	32	33	37	37	8	20	26	15	35	30	36	39	8	19	23	17	1	0	1
13	11	12	27	5	8	21	14	99	26	16	38	5	11	16	15	11	29	16	31	7	10	21	14	10	29	12	31	6	3	20	14	1	1	1
43	28	43	47	11	31	28	13	53	38	60	51	15	33	31	13	48	36	55	52	11	25	33	13	54	37	54	52	11	28	30	12	1	1	1
27	20	33	43	10	18	19	9	38	32	36	47	6	20	28	13	35	30	39	45	12	21	26	8	37	38	36	40	13	20	27	9	1	1	1
15	14	16	32	5	18	26	14	25	28	26	41	8	24	31	14	25	28	29	43	6	25	34	15	18	28	24	37	6	26	35	13	1	1	1
15	20	12	35	5	15	30	10	22	28	99	44	7	19	35	14	35	32	36	52	5	19	33	13	27	31	40	41	9	16	34	12	1	1	1
24	29	39	41	12	18	30	16	48	40	57	41	16	26	37	18	51	42	56	50	16	24	38	16	47	40	49	51	16	25	37	16	1	1	1
30	25	39	43	7	24	33	14	43	34	38	50	9	23	32	13	99	39	42	45	8	23	31	15	47	36	44	48	6	28	36	15	1	0	1
35	30	38	51	5	16	27	16	51	36	50	44	9	18	26	17	51	38	61	50	7	14	28	17	55	38	57	47	8	17	24	17	1	1	1
29	18	26	24	1	18	32	7	30	29	32	35	5	20	34	9	35	34	31	36	3	24	99	13	29	29	29	99	4	25	38	11	1	1	1
40	28	53	41	7	19	26	6	55	99	61	99	11	19	25	14	58	36	63	48	12	21	26	12	55	38	58	47	10	21	27	14	1	1	1
19	17	28	34	6	17	24	11	38	32	43	41	5	19	26	9	35	36	42	44	10	20	27	13	40	37	35	43	12	22	30	12	1	1	1
18	25	30	42	7	20	28	10	38	33	46	42	11	99	26	12	38	99	52	47	8	17	31	12	28	30	44	46	10	16	31	10	1	1	1
17	31	43	42	12	16	19	12	42	26	39	47	6	15	17	13	44	35	37	45	11	18	18	99	38	28	37	45	10	13	22	14	1	1	1
17	27	34	44	8	14	30	14	37	32	38	42	8	17	27	12	36	36	39	51	10	16	29	12	25	30	39	54	6	16	99	13	1	1	1
9	12	5	21	1	20	25	8	13	18	20	36	4	18	20	12	15	24	20	27	4	18	20	12	20	20	9	33	6	13	12	8	1	0	1
22	28	35	42	4	22	27	14	47	37	52	45	4	22	32	14	52	39	45	51	5	24	34	15	51	36	51	46	5	23	35	15	1	1	1
13	24	19	32	5	20	39	13	37	27	36	41	7	23	48	15	34	33	99	40	8	29	45	15	25	33	41	41	4	24	46	14	1	1	1
20	22	30	42	5	21	36	11	40	37	37	47	9	24	38	12	34	30	34	44	10	27	44	12	31	33	40	54	9	31	44	13	1	1	1
13	19	12	27	3	19	21	12	19	23	24	30	4	19	25	13	19	21	25	36	4	99	27	12	16	25	30	31	6	10	32	13	1	1	1
10	13	21	30	1	25	23	10	37	18	37	39	7	28	29	12	36	22	29	39	99	29	30	14	34	23	32	32	2	25	29	11	1	1	1
5	15	17	19	3	19	24	12	15	20	8	26	3	19	24	14	23	18	13	31	3	18	25	15	20	15	17	27	3	18	32	12	1	1	1
18	16	18	28	7	19	32	14	31	25	32	43	9	18	32	14	36	27	29	43	5	19	29	13	28	26	24	31	4	19	36	13	1	0	1
12	20	13	28	5	22	34	9	28	21	32	32	8	24	26	14	29	28	35	35	8	23	35	14	36	28	33	39	6	23	38	13	1	1	1
5	13	5	26	4	18	27	15	12	30	21	31	4	17	24	15	20	28	17	32	6	17	27	11	20	26	18	29	4	16	28	15	1	1	1
21	24	19	37	10	19	23	13	40	34	41	44	9	20	31	14	38	34	47	46	12	18	36	12	43	35	40	44	10	19	34	14	1	1	1
27	24	37	45	9	19	32	14	41	33	50	50	8	19	36	13	43	36	52	52	9	27	46	12	40	33	46	50	9	24	43	13	1	1	1
30	25	40	40	4	22	33	12	36	28	41	46	4	18	35	13	45	26	40	44	9	19	36	12	44	30	48	43	5	18	31	14	1	1	1
28	29	54	61	15	21	34	13	53	41	54	58	15	20	36	13	53	39	58	59	12	21	36	15	55	42	59	61	15	21	36	15	1	1	1
34	27	45	47	11	24	36	11	61	38	59	57	14	26	43	12	62	39	64	54	17	31	41	13	56	39	55	57	14	27	43	14	1	1	1
18	20	24	39	12	22	27	15	35	30	31	43	5	24	35	13	36	28	30	43	9	23	45	16	39	30	38	46	6	22	35	14	1	1	1
17	11	20	34	5	15	21	13	29	30	36	40	7	18	21	11	99	29	36	40	6	15	23	13	31	30	30	36	5	15	23	11	1	1	1
13	15	22	32	4	21	28	13	29	27	32	44	6	23	35	12	34	27	41	43	6	22	33	13	29	30	35	42	8	16	39	13	1	0	1
13	20	17	28	10	19	30	12	27	32	36	44	7	21	34	14	39	30	42	49	9	22	39	14	31	31	39	42	8	16	36	14	1	1	1
24	17	29	37	7	24	36	13	48	34	40	49	9	25	44	13	45	32	41	47	7	20	42	13	45	32	48	46	8	22	42	13	1	1	1
16	20	17	31	2	22	33	11	32	27	29	37	6	29	40	13	36	23	24	38	8	31	40	14	35	99	24	34	6	25	43	16	1	0	1
17	12	12	31	7	17	26	13	19	22	23	34	4	18	28	10	26	24	19	39	8	19	29	13	21	22	27	38	3	18	28	12	1	1	1
17	19	15	21	1	15	26	10	16	22	18	37	3	14	27	9	22	28	18	39	2	17	31	12	22	26	24	38	7	21	36	12	1	1	1
18	28	26	37	7	19	29	11	38	39	36	42	10	21	30	12	35	37	41	43	6	20	35	11	21	33	35	49	10	23	31	11	1	1	1
14	19	16	33	3	17	28	14	42	26	38	38	5	18	34	14	42	99	47	43	4	17	35	15	29	27	40	36	2	14	32	15	1	1	1
30	28	40	46	10	19	30	11	49	38	56	51	12	25	33	12	59	39	50	59	12	25	36	10	40	37	50	47	11	18	36	13	1	0	1
16	14	19	25	4	18	29	17	23	26	38	35	5	19	29	17	25	31	33	39	6	16	30	16	24	32	32	35	99	21	38	17	1	1	1
41	32	48	49	10	24	31	15	47	36	56	53	14	24	34	15	50	33	58	54	16	29	39	17	56	37	54	60	13	27	40	16	1	1	1
18	12	20	28	2	16	27	10	99	28	26	43	5	19	33	11	29	24	27	42	6	16	34	13	18	28	22	40	8	21	27	14	1	1	1
21	12	30	31	8	14	34	14	37	33	41	39	8	22	36	16	43	30	99	45	7	22	37	15	43	30	37	37	12	23	37	17	1	0	1
11	21	26	33	4	15	27	9	23	31	27	40	9	15	32	13	24	37	31	37	9	20	36	14	28	27	33	41	6	19	40	15	1	1	1
7	22	15	37	0	22	31	11	23	29	27	41	4	16	31	9	20	29	22	36	5	17	36	10	26	32	31	34	5	17	28	13	1	0	1
15	15	21	36	7	10	23	10	26	99	23	38	8	12	26	13	27	30	16	42	6	10	23	12	29	31	21	37	7	9	25	14	1	1	1
13	17	9	27	5	14	26	13	11	25	6	35	4	14	27	13	14	20	10	40	1	14	25	14	9	26	6	37	5	14	32	13	1	1	1
34	23	36	39	12	19	32	12	44	38	49	42	10	21	33	14	45	35	47	45	9	22	32	14	32	36	46	48	11	21	36	14	1	1	1
33	27	39	44	10	23	36	13	45	37	49	46	12	23	36	16	45	35	48	46	8	23	47	12	54	36	48	48	12	23	43	12	1	0	1
30	27	39	42	13	20	34	14	54	36	55	44	14	23	29	14	49	33	54	46	13	99	30	12	50	28	56	46	11	24	28	13	1	1	1
21	21	28	33	10	23	37	12	33	33	40	43	10	22	43	14	32	38	44	40	11	25	39	13	32	35	46	41	8	23	99	15	1	1	1
19	21	26	38	8	17	24	13	37	31	40	36	6	18	27	13	41	29	37	44	6	17	28	13	33	28	33	40	3	13	25	6	1	1	1
37	24	40	49	12	19	31	12	99	30	52	50	13	20	30	12	44	35	53	50	7	21	33	13	42	99	49	46	9	19	30	15	1	1	1
33	24	44	44	8	22	38	12	49	32	59	48	7	22	36	14	55	34	55	99	9	23	36	13	54	34	56	99	12	21	37	12	1	1	1
28	25	34	40	9	19	30	15	35	35	45	51	7	23	36	13	39	32	47	49	9	23	34	14	40	32	46	51	9	21	36	15	1	1	1
