test_1  test_2  test_3  test_4  gender
39	38	33	37	1
23	26	25	17	1
49	99	99	99	1
19	19	18	14	0
30	34	31	99	1
23	99	99	99	1
27	99	99	99	1
17	23	29	27	1
17	16	24	16	0
21	25	20	26	0
34	32	33	35	1
11	11	29	10	1
56	55	32	52	0
35	28	32	28	0
53	48	36	54	1
38	35	30	37	1
25	25	28	18	1
99	99	99	18	0
22	35	32	27	1
99	99	99	99	0
6	4	5	3	0
48	51	42	47	1
41	46	36	43	0
43	42	39	47	1
51	51	38	55	1
30	35	34	29	1
55	58	36	55	1
59	63	36	56	0
38	35	36	40	1
44	54	29	51	0
38	38	33	28	1
55	53	39	99	1
40	41	33	99	1
42	44	35	38	1
37	36	36	25	1
13	15	24	20	1
47	52	39	51	1
37	34	33	25	1
22	21	27	32	0
40	34	30	31	1
29	29	35	99	1
5	14	17	11	0
19	19	21	16	1
37	36	22	34	1
36	37	27	34	0
15	23	18	20	1
47	48	33	42	0
47	38	31	51	0
31	36	27	28	1
13	15	12	11	0
28	29	28	36	1
12	20	28	20	1
40	38	34	43	1
29	28	34	31	0
41	43	36	40	1
32	38	32	99	1
8	17	17	21	0
21	35	21	29	0
25	19	24	99	0
36	45	26	44	1
53	53	39	55	1
37	99	99	32	1
41	39	33	99	1
61	62	39	56	1
99	99	99	99	1
35	36	28	39	1
29	28	29	31	1
15	17	27	22	0
45	41	30	51	0
29	34	27	29	1
27	39	30	31	1
48	45	32	45	1
32	36	23	35	1
12	10	20	12	0
29	26	25	26	0
42	38	32	46	0
19	26	24	21	1
16	22	28	22	1
38	35	37	21	1
54	99	99	53	1
42	42	29	29	1
49	59	39	40	1
23	25	31	24	1
47	50	33	56	1
27	29	24	18	1
37	43	30	43	1
99	99	99	99	1
17	99	99	99	0
50	53	26	48	0
43	52	30	50	0
23	24	37	28	1
27	34	37	34	0
25	28	30	99	1
34	35	33	99	1
99	46	33	49	0
19	29	28	99	1
34	41	31	99	1
42	42	38	99	1
23	20	29	26	1
21	16	30	17	0
24	99	99	99	0
42	49	36	99	0
39	36	36	32	0
28	39	22	24	0
43	36	30	99	1
35	44	37	47	0
34	40	35	29	0
26	27	30	29	1
26	20	22	99	1
32	99	99	99	1
11	14	20	9	1
16	9	14	12	0
44	45	35	32	1
45	45	35	54	1
54	49	33	50	1
33	32	38	32	1
37	41	29	33	1
45	44	35	42	1
21	99	99	21	1
18	18	21	15	0
49	55	34	54	1
35	39	32	40	1
37	43	30	39	0
